Time spent on Internet,Daily Internet Usage,Country,City,Area Income,Male/Female,Age of people who use website,Timestamp,Ad Topic Line,Clicked on Ad,,,
44.72,123.86,Grenada,North Jenniferburgh,40468.53,1,46,2016-03-12 2:48,Cross-group systemic customer loyalty,1,,,
78.76,162.05,Ghana,South Davidhaven,66980.27,0,51,2016-07-23 4:04,Face-to-face modular budgetary management,1,,,
79.51,125.11,Brunei Darussalam,North Charlesbury,34942.26,1,39,2016-03-06 9:33,Proactive non-volatile encryption,1,,,
39.3,145.73,Lithuania,Jonathanland,48335.2,0,32,2016-02-24 4:11,Decentralized bottom-line help-desk,1,,,
64.79,116.07,Maldives,North Virginia,42251.59,0,30,2016-02-17 20:22,Visionary mission-critical application,1,,,
89.8,198.24,Lesotho,West Tanner,57330.43,0,36,2016-02-02 4:57,User-centric attitude-oriented adapter,0,,,
72.82,191.82,Czech Republic,Jonesmouth,75769.82,1,34,2016-01-27 16:06,User-centric discrete success,0,,,
38.65,154.77,Iceland,Port Jason,51812.71,1,31,2016-05-24 9:50,Total even-keeled architecture,1,,,
59.01,178.75,Philippines,West Annefort,75265.96,1,30,2016-02-08 22:45,Focused multimedia implementation,1,,,
78.96,193.15,Cayman Islands,East Jason,69868.48,0,50,2016-02-12 1:55,Stand-alone well-modulated product,1,,,
63.99,138.46,Haiti,North Cassie,72802.42,0,43,2016-01-11 8:18,Ameliorated bandwidth-monitored contingency,1,,,
41.35,162.46,Colombia,Hintonport,39193.45,1,27,2016-03-03 3:51,Streamlined homogeneous analyzer,1,,,
62.79,231.87,Luxembourg,New James,18368.57,1,36,2016-05-30 20:08,Total coherent archive,1,,,
45.53,141.58,United Arab Emirates,North Destiny,56129.89,0,29,2016-04-22 22:01,Front-line neutral alliance,1,,,
51.65,249.99,Ireland,Mclaughlinbury,58996.56,0,31,2016-05-25 10:39,Virtual context-sensitive support,0,,,
54.55,109.04,Canada,West Gabriellamouth,41547.62,0,44,2016-02-04 3:10,Re-engineered optimal policy,1,,,
35.66,172.57,Svalbard & Jan Mayen Islands,Alvarezland,59240.24,0,36,2016-02-21 20:09,Implemented uniform synergy,1,,,
69.95,247.01,Malta,New Julie,56725.47,0,28,2016-04-28 1:24,Horizontal even-keeled challenge,0,,,
79.83,234.23,Sudan,North Frankstad,55764.43,1,29,2016-05-18 19:33,Innovative regional groupware,0,,,
85.35,161.42,Ecuador,Claytonside,64235.51,1,37,2016-02-17 11:15,Exclusive multi-state Internet solution,0,,,
56.78,124.32,Senegal,Melanieton,39939.39,0,28,2016-06-19 23:04,Mandatory empowering focus group,1,,,
78.67,195.56,Cambodia,Lake Michaelport,63319.99,0,26,2016-02-20 9:54,Proactive 5thgeneration frame,0,,,
70.09,211.17,Belarus,East Benjaminville,54725.87,0,21,2016-01-22 12:58,Automated full-range Internet solution,0,,,
60.75,247.05,Guyana,Garrettborough,69775.75,1,42,2016-02-19 13:26,Fully-configurable systemic productivity,0,,,
65.07,233.85,Mali,Port Raymondfort,57545.56,0,24,2016-01-03 7:13,Multi-lateral multi-state encryption,0,,,
35.25,194.44,Iran,Waltertown,47051.02,0,50,2016-01-03 4:39,Intuitive global website,1,,,
37.58,176.7,Bulgaria,Cameronberg,51600.47,1,52,2016-04-13 13:04,Exclusive disintermediate Internet solution,1,,,
68.01,188.32,Afghanistan,Kaylashire,68357.96,1,25,2016-01-01 3:35,Ameliorated actuating workforce,0,,,
45.08,125.27,Liberia,Fosterside,35349.26,0,38,2016-03-27 8:32,Synergized clear-thinking protocol,1,,,
63.04,159.05,Netherlands Antilles,Davidstad,69784.85,0,27,2016-07-10 16:25,Triple-buffered multi-state complexity,1,,,
40.18,151.96,Hong Kong,Lake Tracy,50760.23,0,29,2016-06-25 4:21,Enhanced intangible portal,1,,,
45.17,132.07,Palau,Taylormouth,34418.09,1,48,2016-01-27 14:41,Down-sized background groupware,1,,,
50.48,162.43,Malawi,Dianaville,20592.99,0,50,2016-05-16 18:51,Switchable real-time product,1,,,
80.87,203.3,Uruguay,Collinsburgh,63528.8,0,28,2016-02-27 20:20,Ameliorated local workforce,0,,,
41.88,126.11,Cyprus,Port Rachel,44217.68,1,40,2016-02-28 23:54,Streamlined exuding adapter,1,,,
39.87,139.34,Mexico,South Rebecca,47929.83,1,48,2016-06-13 6:11,Business-focused user-facing benchmark,1,,,
61.84,105.63,Niger,Port Joshuafort,46024.29,1,45,2016-05-05 11:07,Reactive bi-directional standardization,1,,,
54.97,116.38,France,Robinsontown,51900.03,1,31,2016-07-07 12:17,Virtual bifurcated portal,1,,,
71.4,166.31,Japan,Beckton,72188.9,0,30,2016-05-24 17:07,Integrated 3rdgeneration monitoring,0,,,
70.29,254.65,Norfolk Island,New Frankshire,56974.51,1,31,2016-03-30 14:36,Balanced responsive open system,0,,,
67.26,168.41,Bulgaria,North Derekville,25682.65,1,57,2016-05-27 5:54,Focused incremental Graphic Interface,1,,,
76.58,258.26,Uzbekistan,West Sydney,41884.64,0,46,2016-01-03 16:30,Secured 24hour policy,0,,,
54.37,140.77,Mexico,Lake Matthew,72196.29,0,38,2016-06-25 18:17,Up-sized asymmetric firmware,1,,,
82.79,234.81,Brunei Darussalam,Lake Zacharyfurt,54429.17,1,32,2016-02-24 10:36,Distributed fault-tolerant service-desk,0,,,
66.47,256.39,France,Lindsaymouth,58037.66,1,31,2016-03-03 3:13,Vision-oriented human-resource synergy,0,,,
72.88,125.12,Yemen,Sarahland,64011.26,0,44,2016-04-21 19:56,Customer-focused explicit challenge,1,,,
76.44,232.68,Northern Mariana Islands,Port Julie,59967.19,1,28,2016-04-06 17:26,Synchronized human-resource moderator,0,,,
63.37,105.04,Poland,Michaelshire,43155.19,1,43,2016-03-23 12:53,Open-architected full-range projection,1,,,
89.71,204.4,Bahrain,Sarafurt,51501.38,1,48,2016-02-17 7:00,Versatile local forecast,0,,,
70.96,256.4,Saint Pierre and Miquelon,South Denise,55187.85,0,31,2016-06-26 7:01,Ameliorated user-facing help-desk,0,,,
35.79,165.62,Tonga,North Katie,33813.08,1,44,2016-04-20 13:36,Enterprise-wide tangible model,1,,,
38.96,140.67,Comoros,Mauricefurt,36497.22,1,38,2016-07-21 16:02,Versatile mission-critical application,1,,,
69.17,123.62,Montenegro,New Patrick,66193.81,0,40,2016-03-06 11:36,Extended leadingedge solution,1,,,
64.2,227.63,Isle of Man,Edwardsmouth,66200.96,1,27,2016-02-11 23:45,Phased zero tolerance extranet,0,,,
43.7,173.01,Mayotte,Nicholasland,63126.96,0,28,2016-04-04 3:57,Front-line bifurcated ability,1,,,
72.97,208.58,Lebanon,Duffystad,71384.57,1,30,2016-02-11 21:49,Fundamental modular algorithm,1,,,
51.3,134.42,Bosnia and Herzegovina,New Darlene,67782.17,1,45,2016-04-22 2:07,Grass-roots cohesive monitoring,1,,,
51.63,120.37,Mongolia,South Jessica,42415.72,1,51,2016-02-01 17:24,Expanded intangible solution,1,,,
55.55,187.95,Guatemala,West Steven,41920.79,0,19,2016-03-24 2:35,Proactive bandwidth-monitored policy,0,,,
45.01,178.35,Brazil,Ronniemouth,29875.8,0,26,2016-06-03 21:43,Virtual 5thgeneration emulation,1,,,
